区块	proto	备注
cmd_gcg	GCGDSTakeCardProficiencyRewardRsp	GCGDSTakeCardProficiencyRewardRsp
cmd_gcg	GCGDSBanCardNotify	GCGDSBanCardNotify
cmd_gcg	GCGTCTavernInfoNotify	GCGTCTavernInfoNotify
cmd_gcg	GCGTCInviteReq	GCGTCInviteReq
cmd_gcg	GCGTCInviteRsp	GCGTCInviteRsp
cmd_gcg	GCGTCTavernChallengeDataNotify	GCGTCTavernChallengeDataNotify
cmd_gcg	GCGTCTavernChallengeUpdateNotify	GCGTCTavernChallengeUpdateNotify
cmd_gcg	GCGGrowthLevelNotify	GCGGrowthLevelNotify
cmd_gcg	GCGGrowthLevelRewardNotify	GCGGrowthLevelRewardNotify
cmd_gcg	GCGGrowthLevelTakeRewardReq	GCGGrowthLevelTakeRewardReq
cmd_gcg	GCGGrowthLevelTakeRewardRsp	GCGGrowthLevelTakeRewardRsp
cmd_gcg	GCGInviteGuestBattleReq	GCGInviteGuestBattleReq
cmd_gcg	GCGInviteGuestBattleRsp	GCGInviteGuestBattleRsp
cmd_gcg	GCGInviteBattleNotify	GCGInviteBattleNotify
cmd_gcg	GCGApplyInviteBattleReq	GCGApplyInviteBattleReq
cmd_gcg	GCGApplyInviteBattleRsp	GCGApplyInviteBattleRsp
cmd_gcg	GCGApplyInviteBattleNotify	GCGApplyInviteBattleNotify
cmd_gcg	GCGWorldPlayerGCGStateReq	GCGWorldPlayerGCGStateReq
cmd_gcg	GCGWorldPlayerGCGStateRsp	GCGWorldPlayerGCGStateRsp
cmd_gcg	GCGSettleNotify	GCGSettleNotify
cmd_gcg	GCGResourceStateNotify	GCGResourceStateNotify
cmd_gcg	GCGClientSettleReq	GCGClientSettleReq
cmd_gcg	GCGClientSettleRsp	GCGClientSettleRsp
cmd_gcg	GCGSettleOptionReq	GCGSettleOptionReq
cmd_gcg	GCGSettleOptionRsp	GCGSettleOptionRsp
cmd_gcg	GCGBasicDataNotify	GCGBasicDataNotify
cmd_gcg	GCGTavernNpcInfoNotify	GCGTavernNpcInfoNotify
cmd_gcg	GCGStartChallengeReq	GCGStartChallengeReq
cmd_gcg	GCGStartChallengeRsp	GCGStartChallengeRsp
cmd_gcg	GCGWeekChallengeInfoNotify	GCGWeekChallengeInfoNotify
cmd_gcg	GCGStartChallengeByCheckRewardReq	GCGStartChallengeByCheckRewardReq
cmd_gcg	GCGStartChallengeByCheckRewardRsp	GCGStartChallengeByCheckRewardRsp
cmd_gcg	GCGLevelChallengeNotify	GCGLevelChallengeNotify
cmd_gcg	GCGLevelChallengeFinishNotify	GCGLevelChallengeFinishNotify
cmd_gcg	GCGWorldChallengeUnlockNotify	GCGWorldChallengeUnlockNotify
cmd_gcg	GCGBossChallengeUpdateNotify	GCGBossChallengeUpdateNotify
cmd_gcg	GCGLevelChallengeDeleteNotify	GCGLevelChallengeDeleteNotify
-----------------------------------	-----------------------------------	-----------------------------------
cmd_group_link	GroupLinkAllNotify	GroupLinkAllNotify
cmd_group_link	GroupLinkChangeNotify	GroupLinkChangeNotify
cmd_group_link	GroupLinkDeleteNotify	GroupLinkDeleteNotify
cmd_group_link	GroupLinkMarkUpdateNotify	GroupLinkMarkUpdateNotify
-----------------------------------	-----------------------------------	-----------------------------------
cmd_h5_activity	GetAllH5ActivityInfoReq	GetAllH5ActivityInfoReq
cmd_h5_activity	GetAllH5ActivityInfoRsp	GetAllH5ActivityInfoRsp
cmd_h5_activity	H5ActivityIdsNotify	H5ActivityIdsNotify
cmd_h5_activity	SetH5ActivityRedDotTimestampReq	SetH5ActivityRedDotTimestampReq
cmd_h5_activity	SetH5ActivityRedDotTimestampRsp	SetH5ActivityRedDotTimestampRsp
-----------------------------------	-----------------------------------	-----------------------------------
cmd_home	TryEnterHomeReq	TryEnterHomeReq
cmd_home	TryEnterHomeRsp	TryEnterHomeRsp
cmd_home	JoinHomeWorldFailNotify	JoinHomeWorldFailNotify
cmd_home	HomeBlockNotify	HomeBlockNotify
cmd_home	HomeGetBasicInfoReq	HomeGetBasicInfoReq
cmd_home	HomeBasicInfoNotify	HomeBasicInfoNotify
cmd_home	HomeChangeEditModeReq	HomeChangeEditModeReq
cmd_home	HomeChangeEditModeRsp	HomeChangeEditModeRsp
cmd_home	HomeChangeModuleReq	HomeChangeModuleReq
cmd_home	HomeChangeModuleRsp	HomeChangeModuleRsp
cmd_home	HomeGetArrangementInfoReq	HomeGetArrangementInfoReq
cmd_home	HomeGetArrangementInfoRsp	HomeGetArrangementInfoRsp
cmd_home	HomeUpdateArrangementInfoReq	HomeUpdateArrangementInfoReq
cmd_home	HomeUpdateArrangementInfoRsp	HomeUpdateArrangementInfoRsp
cmd_home	GetPlayerHomeCompInfoReq	GetPlayerHomeCompInfoReq
cmd_home	PlayerHomeCompInfoNotify	PlayerHomeCompInfoNotify
cmd_home	SetFriendEnterHomeOptionReq	SetFriendEnterHomeOptionReq
cmd_home	SetFriendEnterHomeOptionRsp	SetFriendEnterHomeOptionRsp
cmd_home	PlayerApplyEnterHomeNotify	PlayerApplyEnterHomeNotify
cmd_home	PlayerApplyEnterHomeResultReq	PlayerApplyEnterHomeResultReq
cmd_home	PlayerApplyEnterHomeResultRsp	PlayerApplyEnterHomeResultRsp
cmd_home	PlayerApplyEnterHomeResultNotify	PlayerApplyEnterHomeResultNotify
cmd_home	HomeSceneJumpReq	HomeSceneJumpReq
cmd_home	HomeSceneJumpRsp	HomeSceneJumpRsp
cmd_home	HomeChooseModuleReq	HomeChooseModuleReq
cmd_home	HomeChooseModuleRsp	HomeChooseModuleRsp
cmd_home	HomeModuleUnlockNotify	HomeModuleUnlockNotify
cmd_home	HomeGetOnlineStatusReq	HomeGetOnlineStatusReq
cmd_home	HomeGetOnlineStatusRsp	HomeGetOnlineStatusRsp
cmd_home	HomeKickPlayerReq	HomeKickPlayerReq
cmd_home	HomeKickPlayerRsp	HomeKickPlayerRsp
cmd_home	HomeModuleSeenReq	HomeModuleSeenReq
cmd_home	HomeModuleSeenRsp	HomeModuleSeenRsp
cmd_home	UnlockedFurnitureFormulaDataNotify	UnlockedFurnitureFormulaDataNotify
cmd_home	UnlockedFurnitureSuiteDataNotify	UnlockedFurnitureSuiteDataNotify
cmd_home	GetHomeLevelUpRewardReq	GetHomeLevelUpRewardReq
cmd_home	GetHomeLevelUpRewardRsp	GetHomeLevelUpRewardRsp
cmd_home	GetFurnitureCurModuleArrangeCountReq	GetFurnitureCurModuleArrangeCountReq
cmd_home	FurnitureCurModuleArrangeCountNotify	FurnitureCurModuleArrangeCountNotify
cmd_home	HomeComfortInfoNotify	HomeComfortInfoNotify
cmd_home	PlayerQuitFromHomeNotify	PlayerQuitFromHomeNotify
cmd_home	OtherPlayerEnterHomeNotify	OtherPlayerEnterHomeNotify
cmd_home	HomePriorCheckNotify	HomePriorCheckNotify
cmd_home	HomeMarkPointNotify	HomeMarkPointNotify
cmd_home	HomeAllUnlockedBgmIdListNotify	HomeAllUnlockedBgmIdListNotify
cmd_home	HomeNewUnlockedBgmIdListNotify	HomeNewUnlockedBgmIdListNotify
cmd_home	HomeChangeBgmReq	HomeChangeBgmReq
cmd_home	HomeChangeBgmRsp	HomeChangeBgmRsp
cmd_home	HomeChangeBgmNotify	HomeChangeBgmNotify
cmd_home	HomePreChangeEditModeNotify	HomePreChangeEditModeNotify
cmd_home	HomeEnterEditModeFinishReq	HomeEnterEditModeFinishReq
cmd_home	HomeEnterEditModeFinishRsp	HomeEnterEditModeFinishRsp
cmd_home	FurnitureMakeReq	FurnitureMakeReq
cmd_home	FurnitureMakeRsp	FurnitureMakeRsp
cmd_home	TakeFurnitureMakeReq	TakeFurnitureMakeReq
cmd_home	TakeFurnitureMakeRsp	TakeFurnitureMakeRsp
cmd_home	FurnitureMakeFinishNotify	FurnitureMakeFinishNotify
cmd_home	FurnitureMakeStartReq	FurnitureMakeStartReq
cmd_home	FurnitureMakeStartRsp	FurnitureMakeStartRsp
cmd_home	FurnitureMakeCancelReq	FurnitureMakeCancelReq
cmd_home	FurnitureMakeCancelRsp	FurnitureMakeCancelRsp
cmd_home	FurnitureMakeBeHelpedNotify	FurnitureMakeBeHelpedNotify
cmd_home	FurnitureMakeHelpReq	FurnitureMakeHelpReq
cmd_home	FurnitureMakeHelpRsp	FurnitureMakeHelpRsp
cmd_home	FunitureMakeMakeInfoChangeNotify	FunitureMakeMakeInfoChangeNotify
cmd_home	HomeLimitedShopInfoReq	HomeLimitedShopInfoReq
cmd_home	HomeLimitedShopInfoRsp	HomeLimitedShopInfoRsp
cmd_home	HomeLimitedShopInfoNotify	HomeLimitedShopInfoNotify
cmd_home	HomeLimitedShopGoodsListReq	HomeLimitedShopGoodsListReq
cmd_home	HomeLimitedShopGoodsListRsp	HomeLimitedShopGoodsListRsp
cmd_home	HomeLimitedShopBuyGoodsReq	HomeLimitedShopBuyGoodsReq
cmd_home	HomeLimitedShopBuyGoodsRsp	HomeLimitedShopBuyGoodsRsp
cmd_home	HomeLimitedShopInfoChangeNotify	HomeLimitedShopInfoChangeNotify
cmd_home	HomeResourceNotify	HomeResourceNotify
cmd_home	HomeResourceTakeHomeCoinReq	HomeResourceTakeHomeCoinReq
cmd_home	HomeResourceTakeHomeCoinRsp	HomeResourceTakeHomeCoinRsp
cmd_home	HomeResourceTakeFetterExpReq	HomeResourceTakeFetterExpReq
cmd_home	HomeResourceTakeFetterExpRsp	HomeResourceTakeFetterExpRsp
cmd_home	HomeAvatarTalkFinishInfoNotify	HomeAvatarTalkFinishInfoNotify
cmd_home	HomeAvatarTalkReq	HomeAvatarTalkReq
cmd_home	HomeAvatarTalkRsp	HomeAvatarTalkRsp
cmd_home	HomeAvatarRewardEventNotify	HomeAvatarRewardEventNotify
cmd_home	HomeAvatarRewardEventGetReq	HomeAvatarRewardEventGetReq
cmd_home	HomeAvatarRewardEventGetRsp	HomeAvatarRewardEventGetRsp
cmd_home	HomeAvatarSummonAllEventNotify	HomeAvatarSummonAllEventNotify
cmd_home	HomeAvatarSummonEventReq	HomeAvatarSummonEventReq
cmd_home	HomeAvatarSummonEventRsp	HomeAvatarSummonEventRsp
cmd_home	HomeAvatarCostumeChangeNotify	HomeAvatarCostumeChangeNotify
cmd_home	HomeAvatarSummonFinishReq	HomeAvatarSummonFinishReq
cmd_home	HomeAvatarSummonFinishRsp	HomeAvatarSummonFinishRsp
cmd_home	HomeAvtarAllFinishRewardNotify	HomeAvtarAllFinishRewardNotify
cmd_home	HomeAvatarAllFinishRewardNotify	HomeAvatarAllFinishRewardNotify
cmd_home	HomeSceneInitFinishReq	HomeSceneInitFinishReq
cmd_home	HomeSceneInitFinishRsp	HomeSceneInitFinishRsp
cmd_home	HomePlantSeedReq	HomePlantSeedReq
cmd_home	HomePlantSeedRsp	HomePlantSeedRsp
cmd_home	HomePlantWeedReq	HomePlantWeedReq
cmd_home	HomePlantWeedRsp	HomePlantWeedRsp
cmd_home	HomePlantInfoNotify	HomePlantInfoNotify
cmd_home	HomePlantFieldNotify	HomePlantFieldNotify
cmd_home	HomePlantInfoReq	HomePlantInfoReq
cmd_home	HomePlantInfoRsp	HomePlantInfoRsp
cmd_home	HomeTransferReq	HomeTransferReq
cmd_home	HomeTransferRsp	HomeTransferRsp
cmd_home	HomeGetFishFarmingInfoReq	HomeGetFishFarmingInfoReq
cmd_home	HomeGetFishFarmingInfoRsp	HomeGetFishFarmingInfoRsp
cmd_home	HomeFishFarmingInfoNotify	HomeFishFarmingInfoNotify
cmd_home	HomeUpdateFishFarmingInfoReq	HomeUpdateFishFarmingInfoReq
cmd_home	HomeUpdateFishFarmingInfoRsp	HomeUpdateFishFarmingInfoRsp
cmd_home	HomeUpdateScenePointFishFarmingInfoReq	HomeUpdateScenePointFishFarmingInfoReq
cmd_home	HomeUpdateScenePointFishFarmingInfoRsp	HomeUpdateScenePointFishFarmingInfoRsp
cmd_home	HomeScenePointFishFarmingInfoNotify	HomeScenePointFishFarmingInfoNotify
cmd_home	HomeCustomFurnitureInfoNotify	HomeCustomFurnitureInfoNotify
cmd_home	HomeEditCustomFurnitureReq	HomeEditCustomFurnitureReq
cmd_home	HomeEditCustomFurnitureRsp	HomeEditCustomFurnitureRsp
cmd_home	HomePictureFrameInfoNotify	HomePictureFrameInfoNotify
cmd_home	HomeUpdatePictureFrameInfoReq	HomeUpdatePictureFrameInfoReq
cmd_home	HomeUpdatePictureFrameInfoRsp	HomeUpdatePictureFrameInfoRsp
cmd_home	HomeRacingGallerySettleNotify	HomeRacingGallerySettleNotify
cmd_home	HomeGetGroupRecordReq	HomeGetGroupRecordReq
cmd_home	HomeGetGroupRecordRsp	HomeGetGroupRecordRsp
cmd_home	HomeClearGroupRecordReq	HomeClearGroupRecordReq
cmd_home	HomeClearGroupRecordRsp	HomeClearGroupRecordRsp
cmd_home	HomeBalloonGallerySettleNotify	HomeBalloonGallerySettleNotify
cmd_home	HomeBalloonGalleryScoreNotify	HomeBalloonGalleryScoreNotify
cmd_home	HomeSeekFurnitureGalleryScoreNotify	HomeSeekFurnitureGalleryScoreNotify
cmd_home	GetHomeExchangeWoodInfoReq	GetHomeExchangeWoodInfoReq
cmd_home	GetHomeExchangeWoodInfoRsp	GetHomeExchangeWoodInfoRsp
cmd_home	HomeExchangeWoodReq	HomeExchangeWoodReq
cmd_home	HomeExchangeWoodRsp	HomeExchangeWoodRsp
cmd_home	HomeGetBlueprintSlotInfoReq	HomeGetBlueprintSlotInfoReq
cmd_home	HomeGetBlueprintSlotInfoRsp	HomeGetBlueprintSlotInfoRsp
cmd_home	HomeSetBlueprintSlotOptionReq	HomeSetBlueprintSlotOptionReq
cmd_home	HomeSetBlueprintSlotOptionRsp	HomeSetBlueprintSlotOptionRsp
cmd_home	HomeSetBlueprintFriendOptionReq	HomeSetBlueprintFriendOptionReq
cmd_home	HomeSetBlueprintFriendOptionRsp	HomeSetBlueprintFriendOptionRsp
cmd_home	HomeBlueprintInfoNotify	HomeBlueprintInfoNotify
cmd_home	HomePreviewBlueprintReq	HomePreviewBlueprintReq
cmd_home	HomePreviewBlueprintRsp	HomePreviewBlueprintRsp
cmd_home	HomeCreateBlueprintReq	HomeCreateBlueprintReq
cmd_home	HomeCreateBlueprintRsp	HomeCreateBlueprintRsp
cmd_home	HomeDeleteBlueprintReq	HomeDeleteBlueprintReq
cmd_home	HomeDeleteBlueprintRsp	HomeDeleteBlueprintRsp
cmd_home	HomeSearchBlueprintReq	HomeSearchBlueprintReq
cmd_home	HomeSearchBlueprintRsp	HomeSearchBlueprintRsp
cmd_home	HomeSaveArrangementNoChangeReq	HomeSaveArrangementNoChangeReq
cmd_home	HomeSaveArrangementNoChangeRsp	HomeSaveArrangementNoChangeRsp
-----------------------------------	-----------------------------------	-----------------------------------
cmd_hunting	TakeHuntingOfferReq	TakeHuntingOfferReq
cmd_hunting	TakeHuntingOfferRsp	TakeHuntingOfferRsp
cmd_hunting	GetCityHuntingOfferReq	GetCityHuntingOfferReq
cmd_hunting	GetCityHuntingOfferRsp	GetCityHuntingOfferRsp
cmd_hunting	GetHuntingOfferRewardReq	GetHuntingOfferRewardReq
cmd_hunting	GetHuntingOfferRewardRsp	GetHuntingOfferRewardRsp
cmd_hunting	HuntingStartNotify	HuntingStartNotify
cmd_hunting	HuntingRevealClueNotify	HuntingRevealClueNotify
cmd_hunting	HuntingRevealFinalNotify	HuntingRevealFinalNotify
cmd_hunting	HuntingSuccessNotify	HuntingSuccessNotify
cmd_hunting	HuntingFailNotify	HuntingFailNotify
cmd_hunting	HuntingOngoingNotify	HuntingOngoingNotify
cmd_hunting	HuntingGiveUpReq	HuntingGiveUpReq
cmd_hunting	HuntingGiveUpRsp	HuntingGiveUpRsp
-----------------------------------	-----------------------------------	-----------------------------------
cmd_investigation	PlayerInvestigationAllInfoNotify	PlayerInvestigationAllInfoNotify
cmd_investigation	TakeInvestigationRewardReq	TakeInvestigationRewardReq
cmd_investigation	TakeInvestigationRewardRsp	TakeInvestigationRewardRsp
cmd_investigation	TakeInvestigationTargetRewardReq	TakeInvestigationTargetRewardReq
cmd_investigation	TakeInvestigationTargetRewardRsp	TakeInvestigationTargetRewardRsp
cmd_investigation	GetInvestigationMonsterReq	GetInvestigationMonsterReq
cmd_investigation	GetInvestigationMonsterRsp	GetInvestigationMonsterRsp
cmd_investigation	PlayerInvestigationNotify	PlayerInvestigationNotify
cmd_investigation	PlayerInvestigationTargetNotify	PlayerInvestigationTargetNotify
cmd_investigation	MarkTargetInvestigationMonsterNotify	MarkTargetInvestigationMonsterNotify
cmd_investigation	InvestigationMonsterUpdateNotify	InvestigationMonsterUpdateNotify
cmd_investigation	InvestigationQuestDailyNotify	InvestigationQuestDailyNotify
cmd_investigation	InvestigationReadQuestDailyNotify	InvestigationReadQuestDailyNotify
-----------------------------------	-----------------------------------	-----------------------------------
cmd_item	PlayerStoreNotify	PlayerStoreNotify
cmd_item	StoreWeightLimitNotify	StoreWeightLimitNotify
cmd_item	StoreItemChangeNotify	StoreItemChangeNotify
cmd_item	StoreItemDelNotify	StoreItemDelNotify
cmd_item	ItemAddHintNotify	ItemAddHintNotify
cmd_item	UseItemReq	UseItemReq
cmd_item	UseItemRsp	UseItemRsp
cmd_item	DropItemReq	DropItemReq
cmd_item	DropItemRsp	DropItemRsp
cmd_item	WearEquipReq	WearEquipReq
cmd_item	WearEquipRsp	WearEquipRsp
cmd_item	TakeoffEquipReq	TakeoffEquipReq
cmd_item	TakeoffEquipRsp	TakeoffEquipRsp
cmd_item	AvatarEquipChangeNotify	AvatarEquipChangeNotify
cmd_item	WeaponUpgradeReq	WeaponUpgradeReq
cmd_item	WeaponUpgradeRsp	WeaponUpgradeRsp
cmd_item	WeaponPromoteReq	WeaponPromoteReq
cmd_item	WeaponPromoteRsp	WeaponPromoteRsp
cmd_item	ReliquaryUpgradeReq	ReliquaryUpgradeReq
cmd_item	ReliquaryUpgradeRsp	ReliquaryUpgradeRsp
cmd_item	ReliquaryPromoteReq	ReliquaryPromoteReq
cmd_item	ReliquaryPromoteRsp	ReliquaryPromoteRsp
cmd_item	AvatarCardChangeReq	AvatarCardChangeReq
cmd_item	AvatarCardChangeRsp	AvatarCardChangeRsp
cmd_item	GrantRewardNotify	GrantRewardNotify
cmd_item	WeaponAwakenReq	WeaponAwakenReq
cmd_item	WeaponAwakenRsp	WeaponAwakenRsp
cmd_item	ItemCdGroupTimeNotify	ItemCdGroupTimeNotify
cmd_item	DropHintNotify	DropHintNotify
cmd_item	CombineReq	CombineReq
cmd_item	CombineRsp	CombineRsp
cmd_item	ForgeQueueDataNotify	ForgeQueueDataNotify
cmd_item	ForgeGetQueueDataReq	ForgeGetQueueDataReq
cmd_item	ForgeGetQueueDataRsp	ForgeGetQueueDataRsp
cmd_item	ForgeStartReq	ForgeStartReq
cmd_item	ForgeStartRsp	ForgeStartRsp
cmd_item	ForgeQueueManipulateReq	ForgeQueueManipulateReq
cmd_item	ForgeQueueManipulateRsp	ForgeQueueManipulateRsp
cmd_item	ResinChangeNotify	ResinChangeNotify
cmd_item	BuyResinReq	BuyResinReq
cmd_item	BuyResinRsp	BuyResinRsp
cmd_item	MaterialDeleteReturnNotify	MaterialDeleteReturnNotify
cmd_item	TakeMaterialDeleteReturnReq	TakeMaterialDeleteReturnReq
cmd_item	TakeMaterialDeleteReturnRsp	TakeMaterialDeleteReturnRsp
cmd_item	MaterialDeleteUpdateNotify	MaterialDeleteUpdateNotify
cmd_item	McoinExchangeHcoinReq	McoinExchangeHcoinReq
cmd_item	McoinExchangeHcoinRsp	McoinExchangeHcoinRsp
cmd_item	DestroyMaterialReq	DestroyMaterialReq
cmd_item	DestroyMaterialRsp	DestroyMaterialRsp
cmd_item	SetEquipLockStateReq	SetEquipLockStateReq
cmd_item	SetEquipLockStateRsp	SetEquipLockStateRsp
cmd_item	CalcWeaponUpgradeReturnItemsReq	CalcWeaponUpgradeReturnItemsReq
cmd_item	CalcWeaponUpgradeReturnItemsRsp	CalcWeaponUpgradeReturnItemsRsp
cmd_item	ForgeDataNotify	ForgeDataNotify
cmd_item	ForgeFormulaDataNotify	ForgeFormulaDataNotify
cmd_item	CombineDataNotify	CombineDataNotify
cmd_item	CombineFormulaDataNotify	CombineFormulaDataNotify
cmd_item	ClosedItemNotify	ClosedItemNotify
cmd_item	CheckAddItemExceedLimitNotify	CheckAddItemExceedLimitNotify
cmd_item	SetIsAutoUnlockSpecificEquipReq	SetIsAutoUnlockSpecificEquipReq
cmd_item	SetIsAutoUnlockSpecificEquipRsp	SetIsAutoUnlockSpecificEquipRsp
cmd_item	ReliquaryDecomposeReq	ReliquaryDecomposeReq
cmd_item	ReliquaryDecomposeRsp	ReliquaryDecomposeRsp
cmd_item	ReliquaryFilterStateSaveNotify	ReliquaryFilterStateSaveNotify
cmd_item	ReliquaryFilterStateNotify	ReliquaryFilterStateNotify
-----------------------------------	-----------------------------------	-----------------------------------
cmd_mail	MailChangeNotify	MailChangeNotify
cmd_mail	ReadMailNotify	ReadMailNotify
cmd_mail	GetMailItemReq	GetMailItemReq
cmd_mail	GetMailItemRsp	GetMailItemRsp
cmd_mail	DelMailReq	DelMailReq
cmd_mail	DelMailRsp	DelMailRsp
cmd_mail	GetAuthkeyReq	GetAuthkeyReq
cmd_mail	GetAuthkeyRsp	GetAuthkeyRsp
cmd_mail	ClientNewMailNotify	ClientNewMailNotify
cmd_mail	GetAllMailReq	GetAllMailReq
cmd_mail	GetAllMailRsp	GetAllMailRsp
cmd_mail	ChangeMailStarNotify	ChangeMailStarNotify
cmd_mail	GetAllMailNotify	GetAllMailNotify
cmd_mail	GetAllMailResultNotify	GetAllMailResultNotify
-----------------------------------	-----------------------------------	-----------------------------------
cmd_match	PlayerStartMatchReq	PlayerStartMatchReq
cmd_match	PlayerStartMatchRsp	PlayerStartMatchRsp
cmd_match	PlayerMatchInfoNotify	PlayerMatchInfoNotify
cmd_match	PlayerCancelMatchReq	PlayerCancelMatchReq
cmd_match	PlayerCancelMatchRsp	PlayerCancelMatchRsp
cmd_match	PlayerMatchStopNotify	PlayerMatchStopNotify
cmd_match	PlayerMatchSuccNotify	PlayerMatchSuccNotify
cmd_match	PlayerConfirmMatchReq	PlayerConfirmMatchReq
cmd_match	PlayerConfirmMatchRsp	PlayerConfirmMatchRsp
cmd_match	PlayerAllowEnterMpAfterAgreeMatchNotify	PlayerAllowEnterMpAfterAgreeMatchNotify
cmd_match	PlayerMatchAgreedResultNotify	PlayerMatchAgreedResultNotify
cmd_match	PlayerApplyEnterMpAfterMatchAgreedNotify	PlayerApplyEnterMpAfterMatchAgreedNotify
cmd_match	PlayerGeneralMatchDismissNotify	PlayerGeneralMatchDismissNotify
cmd_match	PlayerGeneralMatchConfirmNotify	PlayerGeneralMatchConfirmNotify
cmd_match	PlayerGetForceQuitBanInfoReq	PlayerGetForceQuitBanInfoReq
cmd_match	PlayerGetForceQuitBanInfoRsp	PlayerGetForceQuitBanInfoRsp
cmd_match	ServerTryCancelGeneralMatchNotify	ServerTryCancelGeneralMatchNotify
cmd_match	PlayerGCGMatchDismissNotify	PlayerGCGMatchDismissNotify
cmd_match	PlayerGCGMatchConfirmNotify	PlayerGCGMatchConfirmNotify
-----------------------------------	-----------------------------------	-----------------------------------
cmd_mechanicus	GetMechanicusInfoReq	GetMechanicusInfoReq
cmd_mechanicus	GetMechanicusInfoRsp	GetMechanicusInfoRsp
cmd_mechanicus	MechanicusSequenceOpenNotify	MechanicusSequenceOpenNotify
cmd_mechanicus	MechanicusCoinNotify	MechanicusCoinNotify
cmd_mechanicus	MechanicusOpenNotify	MechanicusOpenNotify
cmd_mechanicus	MechanicusCloseNotify	MechanicusCloseNotify
cmd_mechanicus	MechanicusUnlockGearReq	MechanicusUnlockGearReq
cmd_mechanicus	MechanicusUnlockGearRsp	MechanicusUnlockGearRsp
cmd_mechanicus	MechanicusLevelupGearReq	MechanicusLevelupGearReq
cmd_mechanicus	MechanicusLevelupGearRsp	MechanicusLevelupGearRsp
cmd_mechanicus	EnterMechanicusDungeonReq	EnterMechanicusDungeonReq
cmd_mechanicus	EnterMechanicusDungeonRsp	EnterMechanicusDungeonRsp
cmd_mechanicus	MechanicusCandidateTeamCreateReq	MechanicusCandidateTeamCreateReq
cmd_mechanicus	MechanicusCandidateTeamCreateRsp	MechanicusCandidateTeamCreateRsp
-----------------------------------	-----------------------------------	-----------------------------------
cmd_miracle_ring	UseMiracleRingReq	UseMiracleRingReq
cmd_miracle_ring	UseMiracleRingRsp	UseMiracleRingRsp
cmd_miracle_ring	MiracleRingDataNotify	MiracleRingDataNotify
cmd_miracle_ring	MiracleRingTakeRewardReq	MiracleRingTakeRewardReq
cmd_miracle_ring	MiracleRingTakeRewardRsp	MiracleRingTakeRewardRsp
cmd_miracle_ring	MiracleRingDropResultNotify	MiracleRingDropResultNotify
cmd_miracle_ring	MiracleRingDeliverItemReq	MiracleRingDeliverItemReq
cmd_miracle_ring	MiracleRingDeliverItemRsp	MiracleRingDeliverItemRsp
cmd_miracle_ring	MiracleRingDestroyNotify	MiracleRingDestroyNotify
-----------------------------------	-----------------------------------	-----------------------------------
cmd_misc	KeepAliveNotify	KeepAliveNotify
cmd_misc	GmTalkReq	GmTalkReq
cmd_misc	GmTalkRsp	GmTalkRsp
cmd_misc	ShowMessageNotify	ShowMessageNotify
cmd_misc	PingReq	PingReq
cmd_misc	PingRsp	PingRsp
cmd_misc	GetOnlinePlayerListReq	GetOnlinePlayerListReq
cmd_misc	GetOnlinePlayerListRsp	GetOnlinePlayerListRsp
cmd_misc	ServerTimeNotify	ServerTimeNotify
cmd_misc	ServerLogNotify	ServerLogNotify
cmd_misc	ClientReconnectNotify	ClientReconnectNotify
cmd_misc	RobotPushPlayerDataNotify	RobotPushPlayerDataNotify
cmd_misc	ClientReportNotify	ClientReportNotify
cmd_misc	UnionCmdNotify	UnionCmdNotify
cmd_misc	GetOnlinePlayerInfoReq	GetOnlinePlayerInfoReq
cmd_misc	GetOnlinePlayerInfoRsp	GetOnlinePlayerInfoRsp
cmd_misc	CheckSegmentCRCNotify	CheckSegmentCRCNotify
cmd_misc	CheckSegmentCRCReq	CheckSegmentCRCReq
cmd_misc	WorldPlayerRTTNotify	WorldPlayerRTTNotify
cmd_misc	EchoNotify	EchoNotify
cmd_misc	UpdateRedPointNotify	UpdateRedPointNotify
cmd_misc	ClientBulletCreateNotify	ClientBulletCreateNotify
cmd_misc	ChangeServerGlobalValueNotify	ChangeServerGlobalValueNotify
cmd_misc	GmTalkNotify	GmTalkNotify
cmd_misc	LastPacketPrintNotify	LastPacketPrintNotify
-----------------------------------	-----------------------------------	-----------------------------------
cmd_monster	MonsterSummonTagNotify	MonsterSummonTagNotify
-----------------------------------	-----------------------------------	-----------------------------------
cmd_mp	PlayerApplyEnterMpNotify	PlayerApplyEnterMpNotify
cmd_mp	PlayerApplyEnterMpReq	PlayerApplyEnterMpReq
cmd_mp	PlayerApplyEnterMpRsp	PlayerApplyEnterMpRsp
cmd_mp	PlayerApplyEnterMpResultNotify	PlayerApplyEnterMpResultNotify
cmd_mp	PlayerApplyEnterMpResultReq	PlayerApplyEnterMpResultReq
cmd_mp	PlayerApplyEnterMpResultRsp	PlayerApplyEnterMpResultRsp
cmd_mp	PlayerQuitFromMpNotify	PlayerQuitFromMpNotify
cmd_mp	PlayerPreEnterMpNotify	PlayerPreEnterMpNotify
cmd_mp	GetPlayerMpModeAvailabilityReq	GetPlayerMpModeAvailabilityReq
cmd_mp	GetPlayerMpModeAvailabilityRsp	GetPlayerMpModeAvailabilityRsp
cmd_mp	PlayerSetOnlyMPWithPSPlayerReq	PlayerSetOnlyMPWithPSPlayerReq
